Grade,Topic,Sub-topic,Challenge Type,Problem,Student Mistake Prompt,Student Mistake Prompt
K1,Numbers and Operations,Use place value to add and subtract,Conceptual Error,35 + 27,Student adds the tens and ones separately but forgets to carry over the extra ten from the ones place.,
K1,Numbers and Operations,Use place value to add and subtract,Place Value Error,25 + 37,"Student adds the tens and ones places incorrectly, treating the numbers as single digits instead of considering their place value.",
K1,Numbers and Operations,Use place value to add and subtract,Place Value Error,15 + 27,"Student adds the tens and ones incorrectly, mixing up the place values.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,45 + 32,"Student adds the tens place incorrectly by treating it as units, resulting in an incorrect sum.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,Add 23 and 15 using place value.,"Student adds the tens and ones incorrectly, leading to the wrong total.",
K1,Numbers and Operations,Use place value to add and subtract,Conceptual Error,45 + 23,Student doesn't understand place value and adds 4 and 2 directly instead of adding tens and ones separately.,
K1,Numbers and Operations,Use place value to add and subtract,Conceptual Error,45 + 32,"Student combines digits without understanding place value, incorrectly adding 4 and 3 to get 7 instead of 9.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,34 + 21,"Student forgets to carry over when adding, resulting in an incorrect sum.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,14 + 23,"Student forgets to carry over while adding, leading to an incorrect sum.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,45 + 27,"Student adds the tens and ones incorrectly, treating them as single digits without considering place value.",
K1,Numbers and Operations,Use place value to add and subtract,Conceptual Error,45 + 32,Student adds the tens and ones separately but miscounts the total due to confusion about place value.,
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,45 + 32,"Student incorrectly places the '3' in the tens place instead of the units place, affecting the total sum.",
K1,Numbers and Operations,Use place value to add and subtract,Conceptual Error,Add 34 and 25 using place value.,Student adds the tens and ones separately but forgets to carry over the extra ten.,
K1,Numbers and Operations,Use place value to add and subtract,Conceptual Error,Add the numbers 12 and 7 using place value.,Student adds the ones and tens separately but forgets to carry over to the next place value.,
K1,Numbers and Operations,Use place value to add and subtract,Conceptual Error,Add 12 and 9 using place value.,"Student adds the digits without considering tens and units, resulting in an incorrect total.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,45 + 36,"Student writes down the tens digit incorrectly, resulting in an incorrect sum.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,45 + 32,"Student incorrectly adds the tens place, resulting in an inaccurate total.",
K1,Numbers and Operations,Use place value to add and subtract,Place Value Error,Add 23 and 18,"Student misinterprets the place value of tens and ones, causing incorrect addition.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,34 + 27,"Student adds the tens place incorrectly, resulting in an incorrect sum.",
K1,Numbers and Operations,Use place value to add and subtract,Conceptual Error,45 + 32,"Student confuses the digits, adding the tens place instead of the units place.",
K1,Numbers and Operations,Use place value to add and subtract,Conceptual Error,42 + 38,"Student adds tens and ones incorrectly, thinking 4 + 3 equals 8 instead of 7.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,45 + 32,"Student incorrectly adds the tens and ones, leading to an incorrect total.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,45 - 29,"Student misunderstands place value and subtracts incorrectly, leading to an inaccurate answer.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,34 + 27,"Student misplaces the digit in the tens place, leading to an incorrect sum.",
K1,Numbers and Operations,Use place value to add and subtract,Conceptual Error,Add 30 and 14,"Student adds the tens and ones separately but forgets to carry over, leading to an incorrect total.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,45 + 32,"Student adds tens and ones incorrectly, mixing up place values.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,45 - 32,Student adds instead of subtracting due to misunderstanding of operation.,
K1,Numbers and Operations,Use place value to add and subtract,Conceptual Error,45 + 32,"Student adds the tens and ones separately but incorrectly combines them, leading to a miscalculation.",
K1,Numbers and Operations,Use place value to add and subtract,Conceptual Error,Add 34 and 25 using place value.,"Student adds the digits in the ones column without regrouping, leading to an incorrect sum.",
K1,Numbers and Operations,Use place value to add and subtract,Conceptual Understanding Error,45 + 32,"Student thinks '5 + 2' equals '6' instead of '7', leading to an incorrect total.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,47 + 35,"Student incorrectly adds the tens and ones columns, resulting in a wrong sum.",
K1,Numbers and Operations,Use place value to add and subtract,Conceptual Error,45 - 30,"Student confuses the place values, subtracting units instead of tens.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,45 + 32,Student adds the tens and ones incorrectly due to confusion about place value.,
K1,Numbers and Operations,Use place value to add and subtract,Conceptual Error,15 + 27,Student adds tens and ones separately but forgets to regroup when the sum exceeds ten.,
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,45 + 23,"Student adds the tens and ones incorrectly, confusing the place values and getting the wrong sum.",
K1,Numbers and Operations,Use place value to add and subtract,Place Value Error,45 + 32,"Student adds 4 and 3 correctly but mistakes the value of 5 in 45 for 0, leading to incorrect total.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,45 + 27,"Student adds the tens incorrectly, using the ones place instead.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,35 + 47,"Student adds the tens and ones incorrectly, confusing the place values.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,12 + 7,"Student incorrectly adds the units place and forgets to carry over, resulting in a sum of 18 instead of 19.",
K1,Numbers and Operations,Use place value to add and subtract,Conceptual Error,45 + 32,"Student adds the tens and ones separately but improperly combines them, leading to an incorrect total.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,54 - 20,"Student misreads the number 20 as 25, leading to an incorrect subtraction.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,47 + 36,Student adds the tens and ones separately but forgets to carry over the extra ten.,
K1,Numbers and Operations,Use place value to add and subtract,Conceptual Error,45 + 32,"Student incorrectly adds tens and units separately without considering place value, leading to an incorrect sum.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,45 + 32,Student adds the tens and ones incorrectly by mixing up their place values.,
K1,Numbers and Operations,Use place value to add and subtract,Conceptual Error,Add 15 and 26 using place value.,"Student combines digits without considering tens and units, leading to an incorrect sum.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,45 + 27,"Student adds the tens and ones incorrectly by mixing them up, leading to an incorrect total.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,45 + 32,"Student incorrectly adds the tens and ones places, mixing them up.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,45 + 32,"Student incorrectly places the '3' from 32 under the '4' in 45 instead of under the '5', leading to an incorrect sum.",
K1,Numbers and Operations,Use place value to add and subtract,Conceptual Error,45 - 23,"Student uses incorrect place value, subtracting tens instead of units.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,45 + 27,"Student adds the tens and ones incorrectly, mixing up the place values.",
K1,Numbers and Operations,Use place value to add and subtract,Place Value Error,42 - 27,"Student subtracts the digits without considering the place values, resulting in an incorrect answer.",
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,Add 25 and 34,Student adds the digits in the ones place incorrectly and forgets to carry over.,
K1,Numbers and Operations,Use place value to add and subtract,Procedural Error,42 - 15,"Student confuses place values, incorrectly subtracting 5 from 2 instead of borrowing.",
