Grade,Topic,Sub-topic,Challenge Type,Problem,Student Mistake Prompt
K4,Numbers and Operations,converting fractions to/from decimals,Fraction to Decimal Conversion,Convert 5/6 to a decimal.,5/6 = 0.56
K4,Numbers and Operations,converting fractions to/from decimals,Fraction to Decimal Conversion,8/10 = ?,0.8 with a trailing 0
K4,Numbers and Operations,converting fractions to/from decimals,Arithmetic,Convert 3/4 to a decimal.,Multplying 3 by 4 instead of dividing.
K4,Numbers and Operations,converting fractions to/from decimals,Fraction to Decimal Conversion,Convert 2/5 to a decimal.,0.25 is the correct result but putting 0.5 instead.
K4,Numbers and Operations,converting fractions to/from decimals,Arithmetic,Convert 5/8 to a decimal.,Using the wrong method for long division.
K4,Numbers and Operations,converting fractions to/from decimals,Procedural Error,0.75 as a fraction,Saying 0.75 is equal to 75/100 without reducing
K4,Numbers and Operations,converting fractions to/from decimals,Fraction to Decimal Conversion,11-Mar,Student divides 3 by 11 to get 0.27
K4,Numbers and Operations,converting fractions to/from decimals,Fraction to Decimal Conversion,Convert 2/9 to a decimal.,Calculating 9/2 instead of 2/9.
K4,Numbers and Operations,converting fractions to/from decimals,Numbers and Operations,Convert 5/9 to a decimal.,Student multiplies 5 by 9 instead of dividing.
K4,Numbers and Operations,converting fractions to/from decimals,Decimal to Fraction Conversion,Convert 0.75 to a fraction.,Using 75 as the numerator and writing 100 as the denominator.
K4,Numbers and Operations,converting fractions to/from decimals,Fractions to Decimals,Convert 5/9 to a decimal.,Student relies on memorized values and provides 0.5 instead of 0.555...
K4,Numbers and Operations,converting fractions to/from decimals,Decimal to Fraction,Write 0.6 as a fraction.,"Ignoring the decimal place, writing 6/10 as 60/10."
K4,Numbers and Operations,converting fractions to/from decimals,Numbers and Operations,Convert 3/11 to a decimal.,Misreading 'x' as 'multiplied by' instead of 'divided by'.
K4,Numbers and Operations,converting fractions to/from decimals,Fraction to Decimal Conversion,3/8 = ?,5/2.5 = 5
K4,Numbers and Operations,converting fractions to/from decimals,Arithmetic,Convert 2/5 to a decimal.,Multiplying instead of dividing: 2*5 = 10/100 = 0.1 (correct: 2/5 = 0.4)
K4,Numbers and Operations,converting fractions to/from decimals,Numbers and Operations,Convert 5/9 to a decimal.,Thinking 5/9 is the same as 0.5.
K4,Numbers and Operations,converting fractions to/from decimals,Arithmetic,Convert 1/3 to a decimal.,Dividing 1 by 3 and rounding to 0.33 instead of 0.333...
K4,Numbers and Operations,converting fractions to/from decimals,Fraction to Decimal Conversion,Convert 7/12 to a decimal.,Multiplying 12 by 7 instead of dividing 7 by 12.
K4,Numbers and Operations,converting fractions to/from decimals,Procedural,Convert 7/8 to a decimal.,Dividing 8 by 7 instead of the correct way.
K4,Numbers and Operations,converting fractions to/from decimals,Fraction to Decimal Conversion,Convert 5/4 to a decimal.,5/4 = 1.4
K4,Numbers and Operations,converting fractions to/from decimals,Conceptual Error,4/2 = ?,Thinking 4/2 is a whole number without simplifying it.
K4,Numbers and Operations,converting fractions to/from decimals,Fraction to Decimal Conversion,Convert 3/10 to a decimal.,3/10 = 3.0
K4,Numbers and Operations,converting fractions to/from decimals,Numbers and Operations,Convert 2/9 to a decimal.,Writing 2/9 as 2.9 directly.
K4,Numbers and Operations,converting fractions to/from decimals,Arithmetic,Convert 5/6 to a decimal.,Saying 5/6 is equal to 0.65 when it is actually 0.83.
K4,Numbers and Operations,converting fractions to/from decimals,Procedural,Convert 2/5 to a decimal.,Dividing 2 by 5 and stopping too soon.
K4,Numbers and Operations,converting fractions to/from decimals,Arithmetic,1/3 = 0.33... + 0.33...,Adding two shortened decimals instead of full fractions.
K4,Numbers and Operations,converting fractions to/from decimals,Numbers and Operations,Convert 1/3 to a decimal.,Misreading 1/3 as 1/2 and using 0.5
K4,Numbers and Operations,converting fractions to/from decimals,Arithmetic,Convert 7/8 to a decimal.,Misreading 0.875 as 0.75.
K4,Numbers and Operations,converting fractions to/from decimals,Numbers and Operations,Convert 4 1/4 to a decimal.,1.4
K4,Numbers and Operations,converting fractions to/from decimals,Conceptual Error,See if 20 divided by 5 is the same as 4 divided by 2.,u003cPlace specific error.u003e
K4,Numbers and Operations,converting fractions to/from decimals,Fractions to Decimals Conversion,Convert 3/4 to a decimal.,Student confuses 3/4 with 4/3 and converts to 1.3333...
K4,Numbers and Operations,converting fractions to/from decimals,Fraction-Decimal Conversion,Convert 5/10 to a decimal.,"5/10 = 5 ÷ 10 = 0.5, ignoring the tenths place"
K4,Numbers and Operations,converting fractions to/from decimals,Fraction to Decimal Conversion,Convert 3/8 to a decimal.,3/8 = 0.24
K4,Numbers and Operations,converting fractions to/from decimals,General Math,Convert 7/11 to a decimal.,Multiplying instead of dividing.
K4,Numbers and Operations,converting fractions to/from decimals,Procedural Conceptual Error,Divide 5 by 8,Using division instead of converting to decimal
K4,Numbers and Operations,converting fractions to/from decimals,Fraction to Decimal,Convert 2/5 to a decimal.,Multiplying as if in reducing fraction (5*2=10) instead of using long division (2 ÷ 5 = 0.4).
K4,Numbers and Operations,converting fractions to/from decimals,Numbers and Operations,Convert 3/7 to a decimal.,Student assumes 3/7 is larger than 1/2 because 3 is bigger than 1.
K4,Numbers and Operations,converting fractions to/from decimals,Fractions to Decimals,Convert 7/11 to a decimal.,Not recognizing that the fraction does not terminate in decimal form.
K4,Numbers and Operations,converting fractions to/from decimals,Procedural Error,Convert 7/11 to a decimal.,Performing the division vertically instead of using a calculator.
K4,Numbers and Operations,converting fractions to/from decimals,Conceptual Error,Express 3/8 as a decimal,3.8 is derived from improper fraction not as a decimal
K4,Numbers and Operations,converting fractions to/from decimals,Fraction to Decimal Conversion,Convert 4/9 to a decimal.,0.4
K4,Numbers and Operations,converting fractions to/from decimals,Arithmetic,Convert 1/7 to a decimal.,Student multiplies instead of dividing.
K4,Numbers and Operations,converting fractions to/from decimals,Fraction-Decimal Conversion,Convert 2/5 to a decimal.,Dividing incorrectly by 5.
K4,Numbers and Operations,converting fractions to/from decimals,Numbers and Operations,Calculate 5/8 + 3/4 as a decimal.,Adding the converted decimals instead of the fractions first.
K4,Numbers and Operations,converting fractions to/from decimals,Procedural,Convert 2/5 to a decimal.,Adding two zeroes: 2/5 = 0.2000
K4,Numbers and Operations,converting fractions to/from decimals,Arithmetic,Convert 4/7 to a decimal.,Student incorrectly multiplies 7 instead of dividing.
K4,Numbers and Operations,converting fractions to/from decimals,Numbers and Operations,Convert 2/5 to a decimal and then back to a fraction.,Student may enter 0.5 as 5.0 when converting from decimal.
K4,Numbers and Operations,converting fractions to/from decimals,Arithmetic,Convert 1/6 to a decimal.,Misreading long division steps and values.
K4,Numbers and Operations,converting fractions to/from decimals,Fraction to Decimal Conversion,Convert 5/6 to a decimal.,Misconverting 5/6 to 6/5 instead of 0.833...
K4,Numbers and Operations,converting fractions to/from decimals,Arithmetic,Convert 3/11 to a decimal.,3/11 = 3.11
K4,Numbers and Operations,converting fractions to/from decimals,Arithmetic,Convert 5/3 to a decimal.,Student divides 5 by 3 and gets 1.67 without recognizing the pattern.
K4,Numbers and Operations,converting fractions to/from decimals,Fractions to Decimals,Convert 3/5 to a decimal.,"The answer is 0.6, not 0.3."
K4,Numbers and Operations,converting fractions to/from decimals,Arithmetic,1/6 = ?,Treating the fraction as a whole number and answering 6 instead of 0.166...
K4,Numbers and Operations,converting fractions to/from decimals,Procedural,Convert 2/9 to a decimal.,Confusingly stopping at 0.22 when the correct answer is 0.222...
K4,Numbers and Operations,converting fractions to/from decimals,Numbers and Operations,Convert 0.08 to a fraction.,Thinking 0.08 equals 8.
K4,Numbers and Operations,converting fractions to/from decimals,Fractions to Decimals,Convert 7/9 to a decimal.,Student uses long division and rounds incorrectly.
K4,Numbers and Operations,converting fractions to/from decimals,Conversion from fraction to decimal,Convert 9/5 to a decimal.,Student multiplies 5 by 9 instead of dividing leading to 45.
K4,Numbers and Operations,converting fractions to/from decimals,Numbers and Operations,Convert 3/9 to a decimal.,Thinking that every fraction with 9 as the denominator is 0.9
K4,Numbers and Operations,converting fractions to/from decimals,Decimal to Fraction,Convert 0.333... to a fraction.,Student stops at 0.33
K4,Numbers and Operations,converting fractions to/from decimals,Arithmetic,Convert 2/5 to a decimal.,2/5 = 0.25
K4,Numbers and Operations,converting fractions to/from decimals,Decimal to Fraction Conversion,Convert 0.7 to a fraction.,7/10 is not simplified.
K4,Numbers and Operations,converting fractions to/from decimals,Fraction to Decimal Conversion,Convert 3/6 to a decimal.,3/6 = 0.6 without simplifying.
K4,Numbers and Operations,converting fractions to/from decimals,Numbers and Operations,What is 7/9 as a decimal?,Thinking that the answer cannot be exactly represented as a decimal.
K4,Numbers and Operations,converting fractions to/from decimals,Decimal to Fraction,Convert 1.75 to a fraction.,1.75 = 175/100 instead of 7/4
K4,Numbers and Operations,converting fractions to/from decimals,Fraction to Decimal Conversion,3/4 = 0.75,3/4 equals 0.75 without any steps shown
K4,Numbers and Operations,converting fractions to/from decimals,Arithmetic,Convert 9/7 to a decimal.,Student multiplies 9 by 7 instead of dividing.
K4,Numbers and Operations,converting fractions to/from decimals,Fraction to Decimal Conversion,Convert 5/3 to a decimal.,5/3 = 1.5
