Sample,Grade,Topic,Sub-topic,Challenge Type,Student Mistake
80,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Comprehension,"The student writes the digits in a number sequentially without understanding their positional value, such as writing 324 as 3 in the hundreds place, 2 in the tens place, and 4 in the ones place, but not grasping the true numerical magnitude each digit represents"
81,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"When asked to decompose a two-digit number like 64, the student writes '60 + 14' instead of '60 + 4', showing incomplete understanding of place value positioning"
82,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"When asked to decompose a two-digit number like 53, the student writes 50 + 3 but struggles to understand that each digit represents a different place value category"
83,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"The student struggles to distinguish between the positional value of digits, treating each digit independently rather than understanding its relationship to place value"
84,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,Confusing the position of digits and treating each numeral as an independent value without understanding their place significance
85,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Conceptual Misunderstanding,Incorrectly counting digits and not understanding positional value
86,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Confusion,"When asked to represent 124 using base-10 blocks, the student might place one hundred block, two ten blocks, and four individual unit blocks, but struggle to understand that each block represents a different magnitude of value"
87,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Comprehension,Incorrectly representing a two-digit number by adding individual digits instead of understanding their positional value
88,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"Mixing up the position and value of digits, potentially writing a three-digit number as if each digit represents the same magnitude, like writing 352 as '3 hundreds, 5 hundreds, 2 hundreds' instead of understanding the correct place values of 3 hundreds, 5 tens, and 2 ones"
89,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"Demonstrates difficulty distinguishing between digit position and digit value, potentially writing 342 as 3+4+2 instead of (3 x 100) + (4 x 10) + (2 x 1)"
90,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"When asked to identify the number of tens in 234, the student incorrectly says '3' without understanding that the digit in the tens place represents a group of 30, not just the digit 3"
91,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Confusion,"The student writes multi-digit numbers by placing digits side by side without understanding their positional value, such as writing 254 as 2-5-4 instead of recognizing 2 represents 200, 5 represents 50, and 4 represents 4 ones"
92,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Comprehension,"Confuses the positional value of digits, reading 342 as 'three-hundred, four-two' instead of 'three-hundred, forty-two'"
93,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"Confusing the position of digits and believing that 342 means 3 in the ones place, 4 in the tens place, and 2 in the hundreds place, rather than understanding the correct place value sequence"
94,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Understanding,"Mixing up the position of digits and not understanding that 123 is not simply '1 hundred', '2 tens', and '3 ones', but requires understanding that each digit's position determines its actual value"
95,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misunderstanding,"When asked to identify the number of hundreds, tens, and ones in a three-digit number, the student might count digits sequentially instead of understanding positional value, like interpreting 345 as having 3 hundreds, 4 tens, and 5 ones, but not grasping that each digit represents a different magnitude of value."
96,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"Confusing the position of digits and treating each digit as having the same value regardless of its place, such as thinking 342 is the same as 324 or believing that 52 and 25 represent equivalent numerical quantities"
97,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,Confusing the position of digits and thinking 23 means '2 tens and 3 hundreds' instead of '2 tens and 3 ones'
98,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"Confused by position of digits, writing 352 as '35 tens and 2 ones' instead of understanding 3 represents hundreds, 5 represents tens, and 2 represents ones"
99,K2,Numbers and Operations,"place value concepts (hundreds, tens and ones)",Place Value Misconception,"When asked to represent a number like 234, the student might write the digits without understanding their positional significance, potentially writing 2 in the ones place, 3 in the tens place, and 4 in the hundreds place - showing a fundamental misunderstanding of place value ordering"
